indic_code,indic_source,indic_lib,indic_cat,icd10,service,add_def,population,age_min,age_max,sex,enceinte,autre,depistage_fait,depistage_resultat,accouchement_assist,accouchement_ptme_type,chirurgie_urgence,traitement_statut
HMIS7041,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7042,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7043,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7044,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7045,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7046,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7047,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7048,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies de l'oreille moyenne et de l'apophyse mastoïde,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7049,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7050,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7051,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7052,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7053,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7054,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7055,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7056,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7057,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7058,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7059,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7060,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7061,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7062,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7063,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7064,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7065,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7066,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7067,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7068,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces maladies des autres glandes endocrines,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7069,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7070,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7071,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7072,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7073,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7074,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7075,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7076,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7077,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7078,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7079,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7080,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7081,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7082,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7083,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7084,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7085,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7086,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7087,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7088,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces malnutrition,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7089,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7090,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7091,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7092,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7093,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7094,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7095,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7096,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7097,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7098,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7099,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7100,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7101,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7102,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7103,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7104,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7105,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7106,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7107,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7108,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces obesite et autres exces d'apport,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7109,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7110,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7111,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7112,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7113,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7114,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7115,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7116,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7117,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7118,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7119,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7120,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7121,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7122,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7123,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7124,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7125,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7126,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7127,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7128,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces paralysie cerebrales et autres syndromes paralytiques,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7129,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7130,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7131,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7132,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7133,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7134,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7135,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7136,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7137,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7138,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7139,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7140,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7141,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7142,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7143,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7144,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7145,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 15 ans et plus- F.),TBD,Deces,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7146,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 15 ans et plus- M.),TBD,Deces,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7147,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 5-14 ans- F.),TBD,Deces,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7148,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces retard mental,(Non hospitalises- 5-14 ans- M.),TBD,Deces,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7149,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces schizophrenie,(Hospitalises- 0-1 mois- F.),TBD,Deces,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7150,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces schizophrenie,(Hospitalises- 0-1 mois- M.),TBD,Deces,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7151,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces schizophrenie,(Hospitalises- 1-11 mois- F.),TBD,Deces,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7152,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces schizophrenie,(Hospitalises- 1-11 mois- M.),TBD,Deces,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7153,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces schizophrenie,(Hospitalises- 1-4 ans- F.),TBD,Deces,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS7154,SNIGS-Rapport epidemiologique B5b 2eme Partie,Deces schizophrenie,(Hospitalises- 1-4 ans- M.),TBD,Deces,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
